Modèle,Prix,Transmission,Version,Kilométrage,Carburant,Puissance,Évaluations,Vendeur,Nom de la Voiture,Date
mercedes-benz,€ 63 950,Boîte automatique,L 4-Matic+,204 915 km,Essence,450 kW (612 CH),6,Auto's David • BE-8800 Roeselaere,Mercedes-Benz S 63 AMGL 4-Matic+,02/2018
mercedes-benz,€ 119 950,Boîte automatique,4-Matic+/M2018/FULLL+FULLL/115.000KM,115 000 km,Essence,450 kW (612 CH),97,Baskan Faik • BE-3520 Zonhoven,Mercedes-Benz S 63 AMG4-Matic+/M2018/FULLL+FULLL/115.000KM,08/2018
mercedes-benz,€ 79 990,Boîte automatique,4-Matic * Full Options * Carnet M-B * Cabriolet,90 000 km,Essence,430 kW (585 CH),325,Dani Tarakci • BE-1410 Waterloo,Mercedes-Benz S 63 AMG4-Matic * Full Options * Carnet M-B * Cabriolet,08/2017
mercedes-benz,€ 92 950,Boîte automatique,Coupe 4Matic *1st owner*Magic Sky*,37 386 km,Essence,430 kW (585 CH),87,Louis Van Bavel • BE-2200 Herentals,Mercedes-Benz S 63 AMGCoupe 4Matic *1st owner*Magic Sky*,02/2017
mercedes-benz,€ 144 950,Boîte automatique,4Matic+ Cabriolet *CARBON/HUD/BURMESTER/360*,77 119 km,Essence,450 kW (612 CH),22,BE-2630 Aartselaar,Mercedes-Benz S 63 AMG4Matic+ Cabriolet *CARBON/HUD/BURMESTER/360*,07/2019
mercedes-benz,€ 84 500,Boîte automatique,4-Matic,158 000 km,Essence,430 kW (585 CH),Évaluations non disponibles,Nom du vendeur non disponible,Mercedes-Benz S 63 AMG4-Matic,07/2014
mercedes-benz,€ 139 995,Boîte automatique,4Matic+ Cabriolet/Led/360/Keyless/Nightvision,63 000 km,Essence,450 kW (612 CH),46,Ali Ucdu • BE-3580 Beringen,Mercedes-Benz S 63 AMG4Matic+ Cabriolet/Led/360/Keyless/Nightvision,06/2018
mercedes-benz,€ 73 900,Boîte automatique,4M-Magno-Leather red-Exclusive Int-AMGDriver-Night,71 250 km,Essence,430 kW (585 CH),9,BE-9140 Temse,Mercedes-Benz S 63 AMG4M-Magno-Leather red-Exclusive Int-AMGDriver-Night,06/2017
mercedes-benz,€ 129 990,Boîte automatique,4-Matic,32 479 km,Essence,430 kW (585 CH),1,Jimmy Delvigne • BE-7711 DOTTIGNIES,Mercedes-Benz S 63 AMG4-Matic,01/2018
mercedes-benz,€ 77 085,Boîte automatique,4Matic,110 000 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4Matic,03/2015
mercedes-benz,€ 96 500,Boîte automatique,Cabrio 4Matic FULL OPTION!!,63 000 km,Essence,430 kW (585 CH),4,k. z. • BE-2100 Antwerpen,Mercedes-Benz S 63 AMGCabrio 4Matic FULL OPTION!!,09/2016
mercedes-benz,€ 102 109,Boîte automatique,4MATIC Cabriolet/Swarovski/HUD/360/TV/Distro,91 055 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4MATIC Cabriolet/Swarovski/HUD/360/TV/Distro,06/2016
mercedes-benz,€ 190 000,Boîte automatique,BRABUS 850-Coupe 4Matic Speedshift 7G-MCT,91 000 km,Essence,625 kW (850 CH),Évaluations non disponibles,Nom du vendeur non disponible,Mercedes-Benz S 63 AMGBRABUS 850-Coupe 4Matic Speedshift 7G-MCT,12/2016
mercedes-benz,€ 129 490,Boîte automatique,4 MATIC/ DESIGNO/ VOLL/ BURMESTER/ 360/  VOLLLEDE,34 790 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4 MATIC/ DESIGNO/ VOLL/ BURMESTER/ 360/  VOLLLEDE,05/2016
mercedes-benz,€ 64 950,Boîte automatique,L 4-Matic**FULL OPTIONS**GARANTIE 12 MOIS**,128 000 km,Essence,430 kW (585 CH),Évaluations non disponibles,SB • BE-4170 Comblain-au-Pont,Mercedes-Benz S 63 AMGL 4-Matic**FULL OPTIONS**GARANTIE 12 MOIS**,10/2013
mercedes-benz,€ 89 950,Boîte automatique,Long 4-Matic+ FULL / 1HD. / CARBON/ DEALER HISTORY,99 980 km,Essence,450 kW (612 CH),7,Géo Steenbergen // Maxim Van Elsen • BE-3200 Aarschot,Mercedes-Benz S 63 AMGLong 4-Matic+ FULL / 1HD. / CARBON/ DEALER HISTORY,02/2019
mercedes-benz,€ 54 990,Boîte automatique,L 4M Panorama/Nightvision/ACC/Nappa,127 000 km,Essence,430 kW (585 CH),69,Michel Primack • BE-2660 Antwerpen,Mercedes-Benz S 63 AMGL 4M Panorama/Nightvision/ACC/Nappa,08/2014
mercedes-benz,€ 66 000,Boîte automatique,4-Matic PANO/CARBONBRAKES/SOFTCLOSE/BURMESTER/ETC,131 500 km,Essence,430 kW (585 CH),28,Albert Hofstede • BE-2320 Hoogstraten,Mercedes-Benz S 63 AMG4-Matic PANO/CARBONBRAKES/SOFTCLOSE/BURMESTER/ETC,07/2015
mercedes-benz,€ 39 990,Boîte automatique,LONG V8 BI TURBO EURO 5_84740_KM,85 135 km,Essence,420 kW (571 CH),106,SALAZ TOURNAI • BE-7540 Tournai,Mercedes-Benz S 63 AMGLONG V8 BI TURBO EURO 5_84740_KM,11/2010
mercedes-benz,€ 54 950,Boîte automatique,L 4-MATIC *1HD / FULL HISTORY / AMG DRIVERS PACK*,147 500 km,Essence,430 kW (585 CH),473,Van Oost Emmanuel // Allaert Henri • BE-8490 Varsenare,Mercedes-Benz S 63 AMGL 4-MATIC *1HD / FULL HISTORY / AMG DRIVERS PACK*,05/2015
mercedes-benz,€ 63 950,Boîte automatique,L 4-Matic+,204 915 km,Essence,450 kW (612 CH),6,Auto's David • BE-8800 Roeselaere,Mercedes-Benz S 63 AMGL 4-Matic+,02/2018
mercedes-benz,€ 119 950,Boîte automatique,4-Matic+/M2018/FULLL+FULLL/115.000KM,115 000 km,Essence,450 kW (612 CH),97,Baskan Faik • BE-3520 Zonhoven,Mercedes-Benz S 63 AMG4-Matic+/M2018/FULLL+FULLL/115.000KM,08/2018
mercedes-benz,€ 79 990,Boîte automatique,4-Matic * Full Options * Carnet M-B * Cabriolet,90 000 km,Essence,430 kW (585 CH),325,Dani Tarakci • BE-1410 Waterloo,Mercedes-Benz S 63 AMG4-Matic * Full Options * Carnet M-B * Cabriolet,08/2017
mercedes-benz,€ 92 950,Boîte automatique,Coupe 4Matic *1st owner*Magic Sky*,37 386 km,Essence,430 kW (585 CH),87,Louis Van Bavel • BE-2200 Herentals,Mercedes-Benz S 63 AMGCoupe 4Matic *1st owner*Magic Sky*,02/2017
mercedes-benz,€ 144 950,Boîte automatique,4Matic+ Cabriolet *CARBON/HUD/BURMESTER/360*,77 119 km,Essence,450 kW (612 CH),22,BE-2630 Aartselaar,Mercedes-Benz S 63 AMG4Matic+ Cabriolet *CARBON/HUD/BURMESTER/360*,07/2019
mercedes-benz,€ 84 500,Boîte automatique,4-Matic,158 000 km,Essence,430 kW (585 CH),Évaluations non disponibles,Nom du vendeur non disponible,Mercedes-Benz S 63 AMG4-Matic,07/2014
mercedes-benz,€ 139 995,Boîte automatique,4Matic+ Cabriolet/Led/360/Keyless/Nightvision,63 000 km,Essence,450 kW (612 CH),46,Ali Ucdu • BE-3580 Beringen,Mercedes-Benz S 63 AMG4Matic+ Cabriolet/Led/360/Keyless/Nightvision,06/2018
mercedes-benz,€ 73 900,Boîte automatique,4M-Magno-Leather red-Exclusive Int-AMGDriver-Night,71 250 km,Essence,430 kW (585 CH),9,BE-9140 Temse,Mercedes-Benz S 63 AMG4M-Magno-Leather red-Exclusive Int-AMGDriver-Night,06/2017
mercedes-benz,€ 129 990,Boîte automatique,4-Matic,32 479 km,Essence,430 kW (585 CH),1,Jimmy Delvigne • BE-7711 DOTTIGNIES,Mercedes-Benz S 63 AMG4-Matic,01/2018
mercedes-benz,€ 77 085,Boîte automatique,4Matic,110 000 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4Matic,03/2015
mercedes-benz,€ 96 500,Boîte automatique,Cabrio 4Matic FULL OPTION!!,63 000 km,Essence,430 kW (585 CH),4,k. z. • BE-2100 Antwerpen,Mercedes-Benz S 63 AMGCabrio 4Matic FULL OPTION!!,09/2016
mercedes-benz,€ 102 109,Boîte automatique,4MATIC Cabriolet/Swarovski/HUD/360/TV/Distro,91 055 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4MATIC Cabriolet/Swarovski/HUD/360/TV/Distro,06/2016
mercedes-benz,€ 190 000,Boîte automatique,BRABUS 850-Coupe 4Matic Speedshift 7G-MCT,91 000 km,Essence,625 kW (850 CH),Évaluations non disponibles,Nom du vendeur non disponible,Mercedes-Benz S 63 AMGBRABUS 850-Coupe 4Matic Speedshift 7G-MCT,12/2016
mercedes-benz,€ 129 490,Boîte automatique,4 MATIC/ DESIGNO/ VOLL/ BURMESTER/ 360/  VOLLLEDE,34 790 km,Essence,430 kW (585 CH),Évaluations non disponibles,BE-6700 Arlon,Mercedes-Benz S 63 AMG4 MATIC/ DESIGNO/ VOLL/ BURMESTER/ 360/  VOLLLEDE,05/2016
ferrari,€ 94 900,Boîte automatique,F1 COUPE JUST SERVICED,69 300 km,Essence,360 kW (489 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari F430F1 COUPE JUST SERVICED,04/2005
ferrari,€ 204 900,Boîte automatique,GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,33 300 km,Essence,493 kW (670 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari 488GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,03/2016
ferrari,€ 149 999,Boîte automatique,T 4.0 ✔Belgian | Full history | Ceramic brakes,30 400 km,Essence,412 kW (560 CH),33,Ben • BE-9200 Dendermonde,Ferrari CaliforniaT 4.0 ✔Belgian | Full history | Ceramic brakes,11/2014
ferrari,€ 399 950,Boîte automatique,GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,352 km,Electrique/Essence,610 kW (829 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 296GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,01/2023
ferrari,€ 219 900,Boîte automatique,V8T ROSSO FUOCO - BELGIAN CAR,16 500 km,Essence,449 kW (610 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari GTC4 LussoV8T ROSSO FUOCO - BELGIAN CAR,07/2019
ferrari,€ 398 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Spider3.9 V8 BiTurbo F1 (EU6c),01/2023
ferrari,€ 254 000,Boîte automatique,Spider - 3.9 Turbo V8 F1,9 089 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 488Spider - 3.9 Turbo V8 F1,03/2017
ferrari,€ 315 000,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c),08/2021
ferrari,€ 529 900,Boîte automatique,GTS 6.5 V12 F1,1 930 km,Essence,588 kW (799 CH),17,BE-1300 Wavre,Ferrari 812GTS 6.5 V12 F1,06/2023
ferrari,€ 429 900,Boite non disponible,GTS,5 500 km,Electrique/Essence,610 kW (829 CH),17,BE-1300 Wavre,Ferrari 296GTS,02/2023
ferrari,€ 99 000,Boite non disponible,3.6i V8 40v F1,33 250 km,Essence,294 kW (400 CH),17,BE-1300 Wavre,Ferrari 3603.6i V8 40v F1,05/2000
ferrari,€ 235 000,Boite non disponible,3.9 Turbo V8 F1 - Challenge Kit EVO,12 500 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 4883.9 Turbo V8 F1 - Challenge Kit EVO,11/2017
ferrari,€ 109 900,Boîte automatique,4.3 V8 *  2+2 * Daytona memory seats * CCM,48 920 km,Essence,338 kW (460 CH),31,Stéphane Rutten • BE-1160 Bruxelles,Ferrari California4.3 V8 *  2+2 * Daytona memory seats * CCM,02/2010
ferrari,€ 269 900,Boite non disponible,3.9 V8 BiTurbo F1 (EU6c),3 325 km,Essence,456 kW (620 CH),17,BE-1300 Wavre,Ferrari Roma3.9 V8 BiTurbo F1 (EU6c),01/2022
ferrari,€ 89 950,Boîte automatique,SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,64 043 km,Essence,397 kW (540 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 612SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,07/2005
ferrari,€ 224 500,Boîte automatique,6.3i V12 - F12 Berlinetta,54 000 km,Essence,545 kW (741 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F126.3i V12 - F12 Berlinetta,05/2013
ferrari,€ 405 000,Boîte automatique,6.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,3 000 km,Essence,588 kW (799 CH),2,BE-9830 Sint-Martens-Latem,Ferrari 8126.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,04/2019
ferrari,€ 309 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,2 600 km,Essence,529 kW (719 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,09/2022
ferrari,€ 139 500,Boîte automatique,4.3i V8 - California EDITION 30,57 200 km,Essence,360 kW (489 CH),2,BE-9830 Sint-Martens-Latem,Ferrari California4.3i V8 - California EDITION 30,04/2013
ferrari,€ 94 900,Boîte automatique,F1 COUPE JUST SERVICED,69 300 km,Essence,360 kW (489 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari F430F1 COUPE JUST SERVICED,04/2005
ferrari,€ 204 900,Boîte automatique,GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,33 300 km,Essence,493 kW (670 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari 488GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,03/2016
ferrari,€ 149 999,Boîte automatique,T 4.0 ✔Belgian | Full history | Ceramic brakes,30 400 km,Essence,412 kW (560 CH),33,Ben • BE-9200 Dendermonde,Ferrari CaliforniaT 4.0 ✔Belgian | Full history | Ceramic brakes,11/2014
ferrari,€ 399 950,Boîte automatique,GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,352 km,Electrique/Essence,610 kW (829 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 296GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,01/2023
ferrari,€ 219 900,Boîte automatique,V8T ROSSO FUOCO - BELGIAN CAR,16 500 km,Essence,449 kW (610 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari GTC4 LussoV8T ROSSO FUOCO - BELGIAN CAR,07/2019
ferrari,€ 398 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Spider3.9 V8 BiTurbo F1 (EU6c),01/2023
ferrari,€ 254 000,Boîte automatique,Spider - 3.9 Turbo V8 F1,9 089 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 488Spider - 3.9 Turbo V8 F1,03/2017
ferrari,€ 315 000,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c),08/2021
ferrari,€ 529 900,Boîte automatique,GTS 6.5 V12 F1,1 930 km,Essence,588 kW (799 CH),17,BE-1300 Wavre,Ferrari 812GTS 6.5 V12 F1,06/2023
ferrari,€ 429 900,Boite non disponible,GTS,5 500 km,Electrique/Essence,610 kW (829 CH),17,BE-1300 Wavre,Ferrari 296GTS,02/2023
ferrari,€ 99 000,Boite non disponible,3.6i V8 40v F1,33 250 km,Essence,294 kW (400 CH),17,BE-1300 Wavre,Ferrari 3603.6i V8 40v F1,05/2000
ferrari,€ 235 000,Boite non disponible,3.9 Turbo V8 F1 - Challenge Kit EVO,12 500 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 4883.9 Turbo V8 F1 - Challenge Kit EVO,11/2017
ferrari,€ 109 900,Boîte automatique,4.3 V8 *  2+2 * Daytona memory seats * CCM,48 920 km,Essence,338 kW (460 CH),31,Stéphane Rutten • BE-1160 Bruxelles,Ferrari California4.3 V8 *  2+2 * Daytona memory seats * CCM,02/2010
ferrari,€ 269 900,Boite non disponible,3.9 V8 BiTurbo F1 (EU6c),3 325 km,Essence,456 kW (620 CH),17,BE-1300 Wavre,Ferrari Roma3.9 V8 BiTurbo F1 (EU6c),01/2022
ferrari,€ 89 950,Boîte automatique,SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,64 043 km,Essence,397 kW (540 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 612SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,07/2005
ferrari,€ 224 500,Boîte automatique,6.3i V12 - F12 Berlinetta,54 000 km,Essence,545 kW (741 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F126.3i V12 - F12 Berlinetta,05/2013
ferrari,€ 405 000,Boîte automatique,6.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,3 000 km,Essence,588 kW (799 CH),2,BE-9830 Sint-Martens-Latem,Ferrari 8126.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,04/2019
ferrari,€ 309 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,2 600 km,Essence,529 kW (719 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,09/2022
ferrari,€ 139 500,Boîte automatique,4.3i V8 - California EDITION 30,57 200 km,Essence,360 kW (489 CH),2,BE-9830 Sint-Martens-Latem,Ferrari California4.3i V8 - California EDITION 30,04/2013
ferrari,€ 94 900,Boîte automatique,F1 COUPE JUST SERVICED,69 300 km,Essence,360 kW (489 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari F430F1 COUPE JUST SERVICED,04/2005
ferrari,€ 204 900,Boîte automatique,GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,33 300 km,Essence,493 kW (670 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari 488GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,03/2016
ferrari,€ 149 999,Boîte automatique,T 4.0 ✔Belgian | Full history | Ceramic brakes,30 400 km,Essence,412 kW (560 CH),33,Ben • BE-9200 Dendermonde,Ferrari CaliforniaT 4.0 ✔Belgian | Full history | Ceramic brakes,11/2014
ferrari,€ 399 950,Boîte automatique,GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,352 km,Electrique/Essence,610 kW (829 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 296GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,01/2023
ferrari,€ 219 900,Boîte automatique,V8T ROSSO FUOCO - BELGIAN CAR,16 500 km,Essence,449 kW (610 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari GTC4 LussoV8T ROSSO FUOCO - BELGIAN CAR,07/2019
ferrari,€ 398 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Spider3.9 V8 BiTurbo F1 (EU6c),01/2023
ferrari,€ 254 000,Boîte automatique,Spider - 3.9 Turbo V8 F1,9 089 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 488Spider - 3.9 Turbo V8 F1,03/2017
ferrari,€ 315 000,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c),08/2021
ferrari,€ 529 900,Boîte automatique,GTS 6.5 V12 F1,1 930 km,Essence,588 kW (799 CH),17,BE-1300 Wavre,Ferrari 812GTS 6.5 V12 F1,06/2023
ferrari,€ 429 900,Boite non disponible,GTS,5 500 km,Electrique/Essence,610 kW (829 CH),17,BE-1300 Wavre,Ferrari 296GTS,02/2023
ferrari,€ 99 000,Boite non disponible,3.6i V8 40v F1,33 250 km,Essence,294 kW (400 CH),17,BE-1300 Wavre,Ferrari 3603.6i V8 40v F1,05/2000
ferrari,€ 235 000,Boite non disponible,3.9 Turbo V8 F1 - Challenge Kit EVO,12 500 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 4883.9 Turbo V8 F1 - Challenge Kit EVO,11/2017
ferrari,€ 109 900,Boîte automatique,4.3 V8 *  2+2 * Daytona memory seats * CCM,48 920 km,Essence,338 kW (460 CH),31,Stéphane Rutten • BE-1160 Bruxelles,Ferrari California4.3 V8 *  2+2 * Daytona memory seats * CCM,02/2010
ferrari,€ 269 900,Boite non disponible,3.9 V8 BiTurbo F1 (EU6c),3 325 km,Essence,456 kW (620 CH),17,BE-1300 Wavre,Ferrari Roma3.9 V8 BiTurbo F1 (EU6c),01/2022
ferrari,€ 89 950,Boîte automatique,SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,64 043 km,Essence,397 kW (540 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 612SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,07/2005
ferrari,€ 224 500,Boîte automatique,6.3i V12 - F12 Berlinetta,54 000 km,Essence,545 kW (741 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F126.3i V12 - F12 Berlinetta,05/2013
ferrari,€ 405 000,Boîte automatique,6.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,3 000 km,Essence,588 kW (799 CH),2,BE-9830 Sint-Martens-Latem,Ferrari 8126.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,04/2019
ferrari,€ 309 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,2 600 km,Essence,529 kW (719 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,09/2022
ferrari,€ 139 500,Boîte automatique,4.3i V8 - California EDITION 30,57 200 km,Essence,360 kW (489 CH),2,BE-9830 Sint-Martens-Latem,Ferrari California4.3i V8 - California EDITION 30,04/2013
ferrari,€ 94 900,Boîte automatique,F1 COUPE JUST SERVICED,69 300 km,Essence,360 kW (489 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari F430F1 COUPE JUST SERVICED,04/2005
ferrari,€ 204 900,Boîte automatique,GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,33 300 km,Essence,493 kW (670 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari 488GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,03/2016
ferrari,€ 149 999,Boîte automatique,T 4.0 ✔Belgian | Full history | Ceramic brakes,30 400 km,Essence,412 kW (560 CH),33,Ben • BE-9200 Dendermonde,Ferrari CaliforniaT 4.0 ✔Belgian | Full history | Ceramic brakes,11/2014
ferrari,€ 399 950,Boîte automatique,GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,352 km,Electrique/Essence,610 kW (829 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 296GTB *** PTS / NOW AVAILABLE / VAT DEDUCTIBLE ***,01/2023
ferrari,€ 219 900,Boîte automatique,V8T ROSSO FUOCO - BELGIAN CAR,16 500 km,Essence,449 kW (610 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari GTC4 LussoV8T ROSSO FUOCO - BELGIAN CAR,07/2019
ferrari,€ 398 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Spider3.9 V8 BiTurbo F1 (EU6c),01/2023
ferrari,€ 254 000,Boîte automatique,Spider - 3.9 Turbo V8 F1,9 089 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 488Spider - 3.9 Turbo V8 F1,03/2017
ferrari,€ 315 000,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c),700 km,Essence,529 kW (719 CH),17,BE-1300 Wavre,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c),08/2021
ferrari,€ 529 900,Boîte automatique,GTS 6.5 V12 F1,1 930 km,Essence,588 kW (799 CH),17,BE-1300 Wavre,Ferrari 812GTS 6.5 V12 F1,06/2023
ferrari,€ 429 900,Boite non disponible,GTS,5 500 km,Electrique/Essence,610 kW (829 CH),17,BE-1300 Wavre,Ferrari 296GTS,02/2023
ferrari,€ 99 000,Boite non disponible,3.6i V8 40v F1,33 250 km,Essence,294 kW (400 CH),17,BE-1300 Wavre,Ferrari 3603.6i V8 40v F1,05/2000
ferrari,€ 235 000,Boite non disponible,3.9 Turbo V8 F1 - Challenge Kit EVO,12 500 km,Essence,492 kW (669 CH),17,BE-1300 Wavre,Ferrari 4883.9 Turbo V8 F1 - Challenge Kit EVO,11/2017
ferrari,€ 109 900,Boîte automatique,4.3 V8 *  2+2 * Daytona memory seats * CCM,48 920 km,Essence,338 kW (460 CH),31,Stéphane Rutten • BE-1160 Bruxelles,Ferrari California4.3 V8 *  2+2 * Daytona memory seats * CCM,02/2010
ferrari,€ 269 900,Boite non disponible,3.9 V8 BiTurbo F1 (EU6c),3 325 km,Essence,456 kW (620 CH),17,BE-1300 Wavre,Ferrari Roma3.9 V8 BiTurbo F1 (EU6c),01/2022
ferrari,€ 89 950,Boîte automatique,SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,64 043 km,Essence,397 kW (540 CH),148,Alexander Roelens • BE-8870 Izegem,Ferrari 612SCAGLIETTI 5.7 *** V12 / HEATED SEATS / NAVI ***,07/2005
ferrari,€ 224 500,Boîte automatique,6.3i V12 - F12 Berlinetta,54 000 km,Essence,545 kW (741 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F126.3i V12 - F12 Berlinetta,05/2013
ferrari,€ 405 000,Boîte automatique,6.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,3 000 km,Essence,588 kW (799 CH),2,BE-9830 Sint-Martens-Latem,Ferrari 8126.5i V12 F1 (EU6c) - 812 Superfast TAILOR MADE,04/2019
ferrari,€ 309 500,Boîte automatique,3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,2 600 km,Essence,529 kW (719 CH),2,BE-9830 Sint-Martens-Latem,Ferrari F8 Tributo3.9 V8 BiTurbo F1 (EU6c) - F8 Tributo,09/2022
ferrari,€ 139 500,Boîte automatique,4.3i V8 - California EDITION 30,57 200 km,Essence,360 kW (489 CH),2,BE-9830 Sint-Martens-Latem,Ferrari California4.3i V8 - California EDITION 30,04/2013
ferrari,€ 94 900,Boîte automatique,F1 COUPE JUST SERVICED,69 300 km,Essence,360 kW (489 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari F430F1 COUPE JUST SERVICED,04/2005
ferrari,€ 204 900,Boîte automatique,GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,33 300 km,Essence,493 kW (670 CH),18,Diego de Terschueren • BE-1332 Genval,Ferrari 488GTB BELGIAN CAR - 1ST PAINT - POWER WARRANTY,03/2016
